county,dti_avg_2018,ltv_avg_2018,income_estimate_2018,pct_nonwhite_estimate_2018,pct_first_time_buyer_2018,dti_avg_2019,ltv_avg_2019,income_estimate_2019,pct_nonwhite_estimate_2019,pct_first_time_buyer_2019,dti_avg_2020,ltv_avg_2020,income_estimate_2020,pct_nonwhite_estimate_2020,pct_first_time_buyer_2020,dti_avg_2021,ltv_avg_2021,income_estimate_2021,pct_nonwhite_estimate_2021,pct_first_time_buyer_2021,dti_avg_2022,ltv_avg_2022,income_estimate_2022,pct_nonwhite_estimate_2022,pct_first_time_buyer_2022
19003,27.778,80.592,63366,2.727,27.778,28.522,76.771,65739,2.684,30.435,30.696,73.723,67824,2.716,8.696,27.923,71.382,70273,2.661,11.538,37.294,74.306,71763,5.126,5.882
19005,32.19,81.628,63366,6.325,26.19,28.172,76.291,65739,4.831,20.312,25.332,68.415,67824,5.55,5.19,26.787,69.332,70273,5.398,15.603,27.569,76.655,72277,9.77,25.49
19007,28.826,83.085,63366,3.316,36.957,29.137,84.183,65739,2.964,39.216,27.506,71.754,67824,2.745,16.883,29.26,72.843,70273,3.0,11.458,30.118,76.769,71763,5.531,29.412
19009,31.333,83.3,63384,1.863,35.714,29.975,80.34,65739,1.855,20.0,28.878,76.248,67824,1.784,22.449,28.491,75.16,70273,1.856,13.208,31.538,77.84,71763,4.323,38.462
19011,30.691,80.535,78139,2.575,22.84,29.061,79.635,79923,2.524,19.737,27.463,73.15,82746,2.55,9.255,28.574,73.018,83792,2.525,12.55,30.882,77.39,85854,5.794,25.0
19013,31.48,81.254,68494,10.495,33.82,30.006,81.369,70997,10.014,29.039,27.838,77.896,73433,9.374,18.819,28.692,76.411,75986,10.31,19.18,31.371,79.438,76924,18.181,31.535
19015,33.34,79.175,70191,4.087,25.263,31.092,79.792,84479,4.041,21.101,26.815,73.29,84996,4.173,11.698,28.68,71.743,84856,4.196,12.847,30.863,77.6,90464,7.433,26.384
19017,31.516,81.687,68494,3.511,31.383,28.509,79.166,70997,3.244,18.587,26.818,75.112,73433,3.255,15.411,28.492,75.129,75986,3.345,14.141,32.065,78.426,76924,6.291,21.569
19019,27.756,75.854,72052,2.969,23.577,29.265,75.753,74542,3.002,15.882,26.622,72.08,74432,2.939,9.034,27.575,71.589,77695,2.948,12.84,29.991,77.384,78835,5.062,24.786
19021,31.535,80.433,63366,32.31,33.333,29.586,80.527,65739,28.601,34.234,28.963,77.387,67824,27.288,19.415,30.183,77.287,70273,32.8,21.667,32.726,78.125,72230,41.512,28.302
19023,33.047,79.43,65956,2.048,28.235,30.728,80.582,67471,2.102,28.07,28.958,75.196,69553,2.136,14.236,27.411,74.559,70658,2.083,15.357,29.848,80.285,71763,3.921,30.357
19025,29.578,80.616,63366,1.966,37.778,28.326,80.957,65739,1.711,39.535,29.814,76.24,67824,1.861,18.584,26.432,74.576,70273,1.896,22.105,30.612,77.854,71763,6.011,38.776
19027,30.713,82.85,70519,3.686,35.659,31.0,81.805,73897,3.284,34.437,28.008,74.328,78449,3.736,18.182,26.511,75.651,80006,3.542,20.489,30.273,79.644,80807,6.822,33.54
19029,32.154,80.384,63366,3.434,23.077,29.562,81.167,65739,3.199,39.062,29.081,77.657,67824,3.217,22.581,29.233,77.883,70273,3.212,22.699,29.024,74.749,72868,6.113,22.892
19031,31.336,78.939,72483,3.263,27.586,31.73,77.255,77682,3.456,24.0,28.774,74.014,81511,3.436,12.5,28.79,73.509,83974,3.44,12.727,32.019,73.679,83385,6.283,32.484
19033,30.649,80.332,64815,7.121,33.83,28.904,80.505,67514,6.891,30.443,26.42,73.659,70477,6.5,15.103,27.456,73.356,72240,6.841,18.344,29.89,78.986,73237,12.27,35.363
19035,32.82,82.707,66354,5.136,39.344,28.069,78.979,68921,4.404,34.653,28.153,77.353,71849,4.375,16.337,26.611,78.296,73068,4.51,16.256,29.197,82.771,78351,8.372,21.053
19037,29.195,81.056,63666,3.027,34.146,26.366,79.084,68913,3.247,19.718,22.578,73.892,74627,3.328,10.345,26.385,74.216,77834,3.285,17.84,29.492,76.45,75797,7.328,18.462
19039,29.948,75.892,63366,13.318,29.31,30.678,80.156,65739,10.605,20.339,28.75,76.494,67824,9.393,21.154,29.584,74.503,70273,10.297,17.6,31.797,80.79,71763,20.925,27.119
19041,30.565,78.12,64569,5.394,24.118,29.541,78.059,65739,5.193,18.878,28.295,75.95,67824,5.276,12.528,28.559,74.303,70273,5.158,11.609,29.743,76.777,71763,8.534,21.528
19043,30.374,81.181,63366,2.699,23.077,28.342,78.43,65739,2.815,22.368,24.924,73.1,67824,3.01,9.091,26.802,72.452,70273,3.011,15.726,30.289,77.137,72179,5.252,32.895
19045,32.068,80.133,63490,6.632,29.138,29.028,78.443,67494,6.265,26.58,27.761,74.453,67824,6.073,13.069,28.242,74.735,70273,6.198,19.146,30.113,77.252,71971,10.121,26.804
19047,30.642,80.696,63366,22.903,28.395,28.181,78.098,65739,33.071,33.735,27.529,76.18,67824,26.304,19.412,28.284,74.811,71361,29.172,19.355,29.485,77.187,71763,30.79,33.981
19049,31.658,79.226,78488,9.22,26.454,29.682,77.651,81584,8.834,18.987,26.57,73.898,85198,8.386,11.23,27.494,73.772,86148,8.602,14.337,31.398,77.003,89538,15.309,30.632
19051,31.167,81.5,63366,2.25,22.222,29.5,84.126,66881,2.245,32.143,27.639,74.702,72627,2.247,14.754,28.613,72.933,80203,2.245,9.677,32.0,76.505,81309,4.285,25.0
19053,29.704,80.679,63366,7.393,22.222,32.0,87.879,65739,6.229,45.455,34.837,78.363,67824,6.61,27.907,31.763,77.106,70273,6.674,28.814,28.45,79.12,71763,8.613,40.0
19055,27.727,77.672,71433,1.967,23.636,28.818,75.882,72423,2.074,18.229,25.403,69.374,75410,1.931,7.029,27.253,71.684,76002,2.022,12.115,29.542,75.914,77254,4.738,21.935
19057,31.042,79.878,63366,9.088,33.731,28.994,80.377,65739,8.632,28.035,26.251,76.715,67824,7.712,21.145,27.082,76.248,70273,7.98,23.241,30.599,80.678,71763,15.121,39.427
19059,31.409,75.34,74370,2.479,16.279,29.537,71.221,78574,2.321,10.562,27.761,68.293,75747,2.305,4.824,29.329,68.476,78901,2.397,8.483,29.738,69.197,76161,5.425,13.502
19061,32.536,81.324,70159,5.997,37.426,30.642,78.847,74270,5.463,28.297,28.316,74.582,76319,4.921,17.914,29.264,73.39,79655,5.199,21.339,32.531,76.547,82099,11.533,35.842
19063,31.456,82.054,63806,9.798,31.579,29.884,82.939,67379,10.585,27.536,27.774,77.709,69235,9.769,20.87,30.292,78.886,70656,9.738,20.755,30.912,80.821,71763,12.146,33.333
19065,32.214,80.329,63366,3.764,37.5,30.238,79.813,65739,4.065,22.222,24.858,75.33,67824,3.926,17.419,27.324,76.768,70273,3.88,22.705,31.459,76.759,71763,7.935,28.378
19067,27.387,85.206,63366,5.899,38.679,25.489,82.864,65739,5.724,37.037,25.295,73.248,67824,5.337,14.252,27.648,77.404,70273,5.438,25.436,28.333,82.181,74894,12.126,43.243
19069,27.167,82.304,63366,10.242,35.185,29.255,79.096,65739,12.53,21.277,26.455,75.839,67824,11.416,18.812,28.679,79.103,70273,10.796,22.936,26.299,80.154,71763,20.021,41.791
19071,34.535,83.397,63406,4.191,25.581,26.805,83.681,66045,3.996,26.829,29.135,78.582,68438,3.993,23.596,28.28,73.272,70273,4.159,12.0,31.5,74.335,72404,6.981,18.966
19073,32.543,82.906,63366,3.547,31.429,33.395,80.446,66938,3.525,23.684,26.314,76.417,69595,3.3,19.767,29.5,76.796,70273,3.249,22.222,32.333,79.241,71763,6.649,23.81
19075,29.65,78.434,68494,2.163,25.243,28.629,80.437,70997,2.151,23.387,27.719,76.582,73433,2.172,12.092,28.401,73.957,75986,2.177,11.896,30.084,77.563,76924,4.45,20.0
19077,31.808,78.391,78488,3.286,19.192,30.795,77.567,81584,3.344,19.685,27.522,69.755,85198,3.283,6.485,27.593,68.002,86148,3.3,9.524,32.643,77.051,89538,6.381,29.592
19079,30.446,83.836,64531,6.906,33.929,30.022,81.579,69148,7.089,30.769,27.945,77.808,70714,8.771,20.122,28.016,76.933,75203,7.943,30.811,27.861,79.178,73373,13.987,36.709
19081,27.649,78.714,66044,5.256,29.87,25.644,77.895,67286,5.155,26.437,26.774,73.225,70850,4.929,10.407,26.44,74.24,72188,4.656,17.262,26.042,74.046,72182,8.876,26.761
19083,31.103,81.156,68619,6.476,37.179,29.929,79.427,70079,6.262,24.242,26.39,77.434,70350,6.334,16.578,28.177,79.016,70273,6.357,25.967,28.074,80.479,71763,9.396,38.272
19085,31.088,77.047,75898,2.645,24.088,30.185,75.61,79131,2.711,19.444,29.262,74.587,82564,2.543,10.332,29.437,73.163,85587,2.631,19.0,30.649,75.339,87733,5.488,30.464
19087,31.691,80.071,63366,9.581,28.395,28.67,80.042,65739,8.503,30.851,28.879,78.097,67824,9.032,17.757,28.338,73.908,70273,9.828,16.0,28.68,75.236,71763,11.981,16.0
19089,26.614,81.949,63366,2.671,43.182,27.377,79.872,65739,2.731,28.986,25.691,74.651,67824,2.761,19.807,24.199,74.409,70273,2.808,19.298,25.46,75.558,71763,6.366,42.0
19091,29.404,82.532,63469,5.732,35.354,28.01,80.793,65739,5.756,20.952,25.729,77.093,68494,5.779,14.222,27.649,78.328,71318,5.694,23.977,32.174,80.609,71763,8.156,33.333
19093,32.143,84.848,64911,2.463,21.429,31.042,83.98,68929,2.877,29.167,30.255,78.634,73816,2.583,15.686,24.343,76.861,75175,2.838,21.429,29.864,79.509,71763,6.901,22.727
19095,27.72,78.047,69807,3.426,21.186,30.101,77.398,71921,3.427,15.169,27.86,75.196,73418,3.452,11.14,28.506,72.598,72978,3.402,10.559,28.336,75.175,76439,7.568,27.007
19097,31.244,80.337,63366,3.512,24.39,29.322,75.651,65739,3.302,23.729,26.977,70.091,69011,2.964,13.803,28.462,73.054,75254,3.165,18.881,31.624,73.972,76532,6.066,33.333
19099,31.144,79.343,68295,4.201,28.529,29.774,79.765,81584,4.162,20.611,27.574,74.713,85198,4.336,13.343,28.053,72.307,86148,4.061,13.473,31.005,75.066,89538,8.422,22.727
19101,30.943,79.436,63366,10.728,25.0,26.744,81.08,65739,12.174,33.333,26.739,71.847,67824,12.483,17.614,28.593,74.911,70273,12.13,23.196,30.623,74.081,71763,14.948,18.033
19103,31.126,76.483,83303,15.148,21.172,29.379,77.334,86983,14.986,18.993,27.202,74.001,89356,15.17,13.85,28.076,72.252,91344,15.186,15.083,30.878,74.961,93237,22.864,27.234
19105,30.725,78.886,78139,4.256,19.167,28.139,74.719,79923,4.006,17.361,26.1,72.466,82746,3.613,10.438,28.163,71.284,83792,4.01,9.694,30.138,75.507,85854,6.824,26.087
19107,27.717,79.643,63366,2.172,22.642,27.824,81.074,65739,2.165,19.608,28.008,73.963,67976,2.157,10.0,28.15,74.061,70273,2.16,14.286,29.953,76.358,71763,5.696,20.93
19109,28.611,78.94,66731,2.833,22.124,27.538,76.88,69276,2.853,21.849,27.549,76.1,68750,2.946,16.0,28.311,74.901,70273,2.915,20.091,29.75,78.79,71763,7.654,27.885
19111,30.28,82.556,63366,7.609,35.484,28.917,80.619,65739,7.327,33.028,27.401,76.875,67824,7.04,18.274,27.088,77.125,70273,6.965,21.078,30.613,81.64,71763,10.767,33.962
19113,30.48,79.334,78139,9.818,27.954,29.267,78.762,79923,9.441,23.693,26.887,75.382,82746,9.119,14.242,28.401,73.878,83792,9.455,16.118,30.912,76.177,85837,17.193,28.29
19115,32.208,78.345,63366,15.936,27.083,28.793,77.356,67642,16.401,21.839,24.915,74.758,67824,16.385,20.261,27.346,72.673,71649,16.207,14.379,31.632,78.911,74684,20.096,22.807
19117,25.857,79.219,63366,1.964,51.429,27.175,79.979,65739,2.006,31.579,27.198,75.637,67824,2.036,17.557,28.294,71.657,70273,1.969,15.596,32.387,75.619,71763,5.761,25.806
19119,30.064,79.56,69546,2.703,22.018,28.845,79.415,69909,2.703,21.29,27.05,72.32,73944,2.696,10.629,27.042,73.22,75226,2.694,19.93,29.029,75.287,78007,6.296,27.619
19121,33.895,76.424,78488,2.827,18.636,30.7,76.389,81584,2.824,14.403,28.859,73.707,85198,2.836,8.818,29.85,70.255,86148,2.81,10.623,31.476,73.048,89538,6.445,21.341
19123,28.868,82.727,63366,4.998,33.553,29.351,81.85,65739,4.915,34.574,26.801,77.8,67824,4.668,20.968,28.188,73.462,70273,4.738,19.89,30.092,77.747,73259,9.196,28.105
19125,30.401,79.614,70915,4.26,28.531,27.93,77.383,71988,4.454,22.391,25.945,73.1,72782,4.439,13.962,26.993,70.845,75677,4.354,12.62,30.731,74.765,78425,7.15,23.529
19127,31.42,82.087,63425,17.928,39.339,29.896,82.059,65739,16.562,34.006,28.066,77.562,67824,14.926,20.339,29.042,75.617,70273,14.763,21.758,30.699,81.079,71763,28.45,38.095
19129,31.723,76.531,75898,4.566,22.581,31.483,79.55,79131,4.457,17.241,28.577,72.027,82564,4.537,7.872,29.947,68.481,85587,4.553,8.028,33.27,73.301,87733,7.894,20.541
19131,30.745,91.766,65531,2.104,49.02,27.475,83.986,66541,2.075,40.678,24.492,75.11,68224,2.08,12.69,23.784,75.483,70273,2.037,22.156,30.279,82.229,73550,4.877,44.262
19133,30.038,82.303,63366,4.14,26.923,29.638,82.799,65739,3.899,23.404,28.605,73.304,67824,3.938,17.105,27.871,77.733,70273,3.797,23.529,30.5,78.8,71763,8.512,33.333
19135,29.617,84.604,63366,3.446,57.447,28.705,85.712,65739,3.74,45.455,29.242,76.16,67824,3.437,16.667,26.972,73.144,72826,3.633,22.222,29.25,78.329,74896,5.183,33.333
19137,29.209,79.072,63366,4.034,34.328,27.786,78.829,65739,4.315,32.143,27.481,77.928,67824,3.964,21.296,28.833,75.729,70273,3.583,19.167,29.759,77.319,71763,6.625,37.975
19139,30.905,78.301,66633,16.775,28.571,27.414,77.193,68822,16.371,26.852,25.43,73.909,69805,15.387,11.89,27.359,73.608,71555,16.682,15.452,30.281,77.601,71787,22.554,30.625
19141,26.85,79.047,67250,5.962,37.5,27.618,78.427,71882,6.061,26.364,24.196,73.559,68649,5.891,11.538,26.377,75.051,72361,6.013,20.502,28.426,78.176,80243,11.509,32.673
19143,28.829,81.406,63716,8.675,34.286,29.2,77.047,65739,8.102,22.857,25.556,75.678,68617,9.013,17.284,27.462,75.861,70273,7.982,26.25,29.635,76.344,71763,13.84,26.923
19145,27.897,81.092,63366,6.407,22.989,27.318,79.571,65739,6.416,23.529,25.429,77.661,67824,6.406,15.217,27.332,75.47,70273,6.389,17.112,29.787,79.705,71763,9.169,30.709
19147,29.587,79.13,63837,3.544,33.333,29.412,85.885,67027,3.638,44.118,28.151,76.796,68719,3.535,17.123,26.552,75.366,71098,3.712,16.8,33.101,75.945,80441,6.89,20.29
19149,31.364,78.98,62621,5.165,29.15,30.238,77.657,74514,4.795,20.205,26.984,72.02,78661,4.783,9.934,28.123,72.499,80779,4.668,16.276,31.358,75.568,82372,11.359,24.409
19151,30.957,78.035,63366,3.412,21.739,32.364,82.154,65739,3.535,22.727,25.6,78.388,69972,3.753,17.778,25.556,77.253,72470,3.429,26.984,29.517,81.161,71763,8.869,41.379
19153,32.364,81.319,78488,14.066,33.562,31.003,80.0,81584,13.308,26.959,27.994,75.505,85198,11.852,16.566,28.657,73.931,86148,12.894,18.077,32.351,77.501,89500,22.644,33.206
19155,32.961,79.849,75898,9.037,29.099,31.88,80.488,79131,8.704,28.891,30.389,75.468,82564,7.775,16.252,30.529,72.962,85587,8.136,17.01,32.992,76.909,87733,14.024,27.529
19157,32.444,81.272,65440,6.534,22.222,28.626,77.655,68750,6.591,19.78,25.68,75.548,72088,5.571,13.388,28.215,73.131,74506,6.188,11.406,30.654,73.474,78387,8.442,15.789
19159,29.7,75.818,63366,3.205,25.0,26.78,72.252,65739,3.174,9.756,26.773,72.332,67824,3.161,8.247,27.711,68.162,70273,3.181,10.309,30.757,76.415,73065,4.402,24.324
19161,34.522,85.585,64207,3.726,52.174,28.118,84.474,66850,2.832,35.294,27.29,74.869,68878,3.167,16.129,27.495,75.465,70880,2.912,23.711,30.621,82.054,71763,5.834,34.483
19163,32.834,79.254,67930,14.888,27.983,30.626,78.215,69604,13.553,23.732,28.137,74.485,71574,12.413,13.653,28.81,73.644,75276,13.034,16.647,31.878,76.725,76905,21.213,29.147
19165,31.677,79.334,67519,3.325,32.258,28.324,80.817,68300,3.323,26.471,27.624,72.806,72181,3.162,14.516,29.398,75.612,75923,3.308,17.204,32.026,76.844,76793,7.67,27.193
19167,30.471,80.006,72407,10.766,33.231,28.517,77.291,75911,11.199,20.0,25.558,71.07,78579,10.755,9.16,26.908,71.56,81043,10.8,20.303,29.139,76.177,83744,16.382,35.647
19169,31.698,79.836,78828,11.213,30.591,30.166,79.413,84479,11.003,25.365,27.452,74.628,84996,11.188,15.471,27.223,73.237,84856,10.882,15.712,30.648,76.787,90464,15.146,29.962
19171,31.89,82.448,64215,13.469,26.374,29.787,79.972,67415,11.766,17.333,28.105,76.534,68489,9.049,20.349,27.828,73.351,71080,9.925,16.111,30.176,78.798,71763,17.799,30.769
19173,32.083,83.159,63366,7.639,25.0,27.696,77.716,65739,5.158,17.391,30.103,74.248,67824,8.411,15.385,28.5,76.929,70273,6.506,18.0,25.833,77.808,71763,7.174,30.0
19175,27.5,77.5,63366,3.848,29.032,27.597,76.866,65739,4.375,19.444,26.6,75.294,67824,3.708,15.833,28.156,74.41,71949,4.152,17.037,33.956,83.434,74148,8.382,39.706
19177,28.611,78.386,63366,2.5,44.444,29.889,81.0,65739,2.397,11.111,30.472,73.837,67824,2.5,8.333,30.676,73.898,70273,2.567,10.811,36.25,73.568,71763,4.637,25.0
19179,29.177,86.999,63366,11.168,49.282,28.647,83.807,65739,10.83,46.243,28.266,78.945,67824,9.835,26.948,27.619,78.054,70273,10.027,25.424,31.114,82.434,71763,19.652,44.715
19181,32.238,78.571,78488,4.484,24.451,30.922,78.052,81584,4.512,17.087,28.12,74.513,85198,4.528,11.251,28.892,72.543,86148,4.456,13.223,31.981,74.563,89538,8.77,23.253
19183,32.308,77.69,83303,6.794,14.103,30.667,76.486,86983,6.487,19.118,28.539,72.117,89364,6.201,8.076,28.844,72.963,91344,6.396,12.47,31.343,76.035,93237,10.906,29.197
19185,31.4,79.924,63366,2.714,10.0,29.939,80.372,65739,2.463,30.303,29.212,78.506,67824,2.603,13.462,29.344,71.215,70273,2.632,4.918,29.257,80.498,71763,3.893,42.857
19187,30.483,84.112,63366,8.655,43.302,29.26,82.901,65739,7.925,32.036,27.657,79.204,67824,8.06,24.33,28.547,76.231,70273,8.371,21.453,31.693,81.316,71763,13.357,36.742
19189,31.262,84.734,63366,5.568,40.0,31.143,80.972,65739,5.528,26.19,27.825,80.006,67824,5.623,23.164,28.364,75.445,70273,5.709,18.788,31.206,81.218,71763,11.786,42.647
19191,28.562,72.94,71560,4.426,25.547,25.88,75.788,76023,4.529,22.283,23.601,68.8,77326,4.328,7.383,24.65,68.38,81815,4.335,9.369,25.963,69.635,82960,7.308,22.222
19193,32.09,82.613,62621,16.225,39.681,30.999,81.972,65325,15.947,37.717,29.688,77.232,69416,13.552,22.651,29.688,74.428,72379,14.649,20.803,32.585,78.904,74387,26.346,36.943
19195,31.58,82.159,63366,3.461,30.0,32.764,84.518,65739,3.48,30.909,25.875,77.164,69162,3.493,18.75,26.111,75.445,73861,3.449,16.667,30.947,81.205,76059,6.703,21.333
19197,27.29,79.742,63366,11.199,33.333,25.948,83.095,65739,11.704,30.208,25.49,78.357,67824,11.603,22.581,27.076,76.948,70273,11.23,20.886,28.53,83.097,71763,22.031,42.424
20001,29.483,77.455,58330,8.626,20.69,33.034,82.344,60187,7.872,17.241,29.926,79.785,62102,8.193,16.176,28.0,79.576,64033,8.296,14.516,26.421,80.635,65467,12.462,31.579
20003,31.37,85.883,58750,4.126,14.815,33.29,76.754,60187,4.104,32.258,31.037,82.363,62373,4.086,18.519,28.816,76.182,64033,4.104,17.105,29.698,73.537,66160,7.849,22.642
20005,31.254,79.2,58330,10.526,19.048,29.353,83.813,60187,11.578,27.941,28.279,78.822,62102,10.518,17.647,28.474,76.047,64033,10.063,18.229,30.495,80.507,67028,15.207,29.524
20007,34.889,75.19,62037,5.187,0.0,31.636,84.806,69583,4.964,18.182,28.55,80.977,62102,5.248,25.0,30.719,79.934,64033,5.139,15.625,35.174,81.572,65467,9.966,17.391
20009,29.96,78.06,59401,14.793,25.743,29.064,83.957,62281,14.93,30.851,28.382,79.886,64780,13.578,20.606,28.074,76.554,67595,13.359,11.386,28.904,77.536,65821,19.578,28.07
20011,33.745,82.932,58330,8.245,27.451,30.872,78.669,60187,8.359,25.532,28.462,78.215,62102,8.073,13.75,28.588,77.7,64033,8.316,16.667,26.525,72.62,65467,13.891,16.949
20013,33.969,78.685,58330,15.331,9.375,31.48,83.824,60187,13.19,20.0,30.548,82.012,62102,14.693,21.429,26.2,76.826,64033,14.25,12.0,27.212,80.531,65467,16.417,39.394
20015,32.349,80.504,65925,8.783,23.307,31.328,79.044,68171,8.848,18.182,29.435,76.547,70558,8.795,13.116,29.778,75.086,73184,8.779,16.88,31.993,76.613,74120,15.857,23.165
20017,32.786,81.541,61842,6.92,21.429,36.778,85.329,61375,6.92,33.333,33.071,82.177,62102,6.92,21.429,27.067,74.846,64033,6.92,20.0,32.364,74.908,65467,13.37,9.091
20019,24.0,74.0,58330,10.3,0.0,31.8,85.408,60187,10.3,20.0,32.4,71.456,62102,10.3,0.0,22.125,76.604,64033,10.3,12.5,30.0,72.71,65467,16.48,0.0
20021,29.087,82.216,58330,10.868,20.29,30.306,84.765,60187,10.814,24.706,27.423,79.559,62102,11.055,17.886,27.512,74.945,64033,10.918,15.476,31.589,77.621,65467,16.719,26.168
20023,32.75,78.41,60819,6.71,20.0,29.525,80.126,60187,6.71,35.0,27.245,73.635,62550,6.71,13.208,29.238,74.597,64033,6.71,9.524,34.962,79.114,65467,15.02,11.538
20025,35.4,79.802,58330,11.2,40.0,34.286,86.429,60187,11.2,14.286,34.143,85.429,68281,11.2,0.0,30.846,78.207,64318,11.2,38.462,25.929,80.306,65467,16.22,35.714
20027,34.515,81.115,63286,4.115,15.152,33.857,81.046,63824,4.128,21.429,30.302,78.471,66690,4.103,9.434,33.115,74.186,68050,4.114,18.033,34.762,79.89,67695,7.819,33.333
20029,31.97,85.24,58330,5.002,33.333,29.679,85.165,60187,5.97,32.143,26.811,75.159,62102,5.909,21.622,30.31,81.105,64033,5.697,25.862,27.775,84.729,65467,9.815,40.0
20031,30.75,76.481,70118,5.283,16.667,30.622,78.155,72409,5.046,11.111,28.612,77.443,75000,4.992,16.505,24.872,76.238,76307,5.28,19.149,28.649,80.944,76136,8.576,27.027
20033,32.0,86.667,58330,5.71,33.333,40.0,79.945,62143,5.71,0.0,40.167,79.5,74375,5.71,16.667,27.0,70.633,74643,5.71,16.667,22.5,83.488,73587,10.01,75.0
20035,32.083,79.738,58330,15.61,22.222,30.065,83.247,60187,17.173,28.037,29.097,80.638,62102,14.999,26.271,31.142,79.786,64033,15.468,24.306,32.706,79.675,65467,21.606,30.964
20037,30.604,83.212,58330,11.061,30.872,28.966,84.87,60187,10.978,37.356,28.239,79.574,62102,11.019,18.77,27.911,77.659,64033,11.293,17.215,29.25,78.994,65467,17.882,24.519
20039,33.0,83.368,58330,3.216,20.0,25.889,84.778,60187,3.271,33.333,31.667,70.811,62600,3.202,22.222,27.333,83.867,64033,3.175,13.333,29.571,83.143,65467,7.2,42.857
20041,32.233,81.939,61284,7.364,25.581,30.75,80.075,61090,7.197,25.0,28.824,78.648,62102,7.257,13.426,29.339,78.398,64033,7.161,15.104,31.48,80.6,68956,10.455,22.0
20043,30.765,81.082,60638,7.491,23.529,29.125,82.301,62006,8.002,37.5,28.027,73.501,63438,7.768,13.514,28.2,75.627,65889,7.992,10.769,29.265,74.198,66409,11.883,23.529
20045,32.267,80.081,76202,17.589,27.857,30.219,79.229,80747,17.248,27.82,28.156,75.717,82291,16.714,16.757,29.024,73.204,88078,17.013,16.639,31.844,75.17,89963,22.999,25.444
20047,30.545,83.718,58330,20.543,9.091,29.25,87.5,60187,18.29,0.0,33.8,88.531,62102,18.998,0.0,31.0,78.893,64348,19.652,15.385,27.818,81.125,65467,25.699,27.273
20049,29.75,86.54,58330,6.52,75.0,33.0,79.497,60187,6.52,33.333,31.25,87.5,62102,6.52,50.0,24.0,83.75,64033,6.52,0.0,38.375,78.656,65467,10.83,12.5
20051,30.568,81.456,68674,7.291,27.322,29.177,82.02,73107,7.814,20.909,25.868,75.575,76390,7.345,9.045,28.171,75.242,78236,7.378,14.856,29.838,78.159,81128,12.692,22.222
20053,30.029,79.913,64338,11.821,28.571,28.091,82.964,63693,11.908,39.394,25.701,76.537,67907,12.18,13.402,28.352,77.235,73009,11.53,16.667,26.871,79.381,75156,14.585,19.355
20055,31.574,80.803,58870,49.904,22.086,30.101,78.386,60187,50.407,19.944,28.434,75.248,63739,47.177,12.551,29.647,74.299,69197,48.568,13.599,32.719,77.358,72228,56.641,20.553
20057,34.043,81.732,58330,50.141,24.064,31.671,82.029,60187,49.443,28.502,29.635,78.208,62102,47.042,13.942,29.791,76.84,64033,48.66,12.441,32.552,79.496,65945,58.013,26.244
20059,33.312,79.644,65300,8.083,24.752,32.037,77.751,65974,7.925,22.374,29.758,76.076,67968,7.639,15.678,29.102,74.207,68296,7.846,16.353,32.436,76.588,69375,12.513,29.268
20061,32.611,78.3,58330,39.311,26.667,33.455,81.48,69904,38.672,26.733,31.423,76.125,73378,37.082,14.286,31.821,74.981,70491,38.503,20.611,32.42,78.471,70357,45.621,30.435
20063,33.263,82.117,58330,2.965,31.579,29.0,86.883,60187,2.93,33.333,26.391,78.53,62102,3.246,21.739,24.562,79.469,64033,3.095,12.5,26.364,82.738,66331,8.54,9.091
20065,38.333,71.143,58330,9.81,0.0,34.571,92.274,60187,9.176,28.571,28.889,82.714,62102,9.481,0.0,29.857,77.809,64033,9.176,14.286,27.8,81.308,65467,9.77,60.0
20067,29.0,80.682,64005,47.926,11.111,26.767,81.977,68162,47.791,11.628,26.851,76.701,69797,48.354,9.459,28.364,78.349,74556,46.427,19.481,31.625,81.13,80364,58.57,17.5
20069,28.059,85.421,65890,17.429,26.471,29.022,79.065,67969,16.265,30.435,24.976,75.116,71027,17.097,12.048,28.07,75.237,72721,17.208,13.953,26.816,78.615,85606,19.286,18.367
20071,34.75,78.055,58330,15.32,0.0,35.667,85.667,60187,15.32,50.0,29.222,74.741,62102,15.32,0.0,30.0,83.361,64033,15.32,36.364,26.333,86.72,65467,19.31,0.0
20073,32.4,87.937,58330,6.974,33.333,27.385,77.148,60187,5.999,15.385,29.483,75.655,62102,6.356,10.345,30.875,76.517,64033,6.259,12.5,30.25,84.32,65467,10.451,30.0
20075,26.812,84.954,58330,33.05,18.75,25.667,79.167,60187,33.05,16.667,22.524,87.833,62102,33.05,19.048,26.765,82.228,64033,33.05,23.529,26.364,72.978,65467,45.95,18.182
20077,31.0,78.044,59536,7.305,7.692,32.571,83.48,60187,6.798,33.333,28.769,80.93,62102,7.995,30.769,26.302,78.493,64033,7.573,26.415,31.857,78.518,65467,15.173,32.143
20079,33.287,81.642,65925,16.092,27.273,31.068,82.985,68171,15.055,26.136,29.185,77.568,70558,15.074,16.247,28.084,78.124,73184,15.486,24.528,32.779,79.667,74120,19.957,28.897
20081,28.412,79.881,61920,28.67,5.882,30.471,83.329,60187,28.67,17.647,27.234,78.983,62102,28.67,12.766,28.564,79.142,64033,28.67,7.692,27.474,75.609,65467,31.8,15.789
